,"('Biomass', 'Actual Aggregated')","('Biomass', 'Actual Consumption')","('Fossil Gas', 'Actual Aggregated')","('Fossil Gas', 'Actual Consumption')","('Fossil Hard coal', 'Actual Aggregated')","('Fossil Hard coal', 'Actual Consumption')","('Fossil Oil', 'Actual Aggregated')","('Fossil Oil', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Run-of-river and poundage', 'Actual Consumption')","('Other renewable', 'Actual Aggregated')","('Other renewable', 'Actual Consumption')","('Solar', 'Actual Aggregated')","('Solar', 'Actual Consumption')","('Waste', 'Actual Aggregated')","('Waste', 'Actual Consumption')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')","('Wind Onshore', 'Actual Consumption')",Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2023-08-28 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,282.53,80.93,617.16,14.5,0.99,1.45,124.84,48.88,194.67,691.99
2023-08-28 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,313.94,80.43,543.34,14.49,0.99,1.45,11.97,48.68,239.02,517.92
2023-08-28 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,299.93,78.03,403.62,14.04,0.99,1.4,0.0,48.29,316.26,509.4
2023-08-28 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,172.37,52.52,284.8,13.31,0.99,1.33,0.0,48.28,276.16,497.9
2023-08-28 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,154.94,50.03,295.55,13.02,0.99,1.3,0.0,47.45,254.55,417.07
2023-08-28 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,170.42,39.88,180.93,11.05,1.0,1.11,0.0,50.32,225.26,344.95
2023-08-28 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,202.92,38.51,173.46,10.67,1.0,1.07,0.0,49.72,156.57,263.41
2023-08-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,198.48,38.65,232.7,10.71,0.99,1.07,0.0,49.35,132.14,226.53
2023-08-29 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,194.61,37.64,183.06,10.4,0.99,1.04,0.0,49.46,76.42,176.25
2023-08-29 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,192.22,37.41,174.69,10.32,0.99,1.03,0.0,50.67,70.91,140.46
2023-08-29 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,195.11,39.17,183.8,10.5,1.0,1.05,0.0,51.2,35.49,133.97
2023-08-29 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,197.45,57.97,316.45,13.77,0.99,1.38,9.6,52.49,23.47,197.96
2023-08-29 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,319.67,86.36,346.03,15.39,1.03,1.54,133.44,53.02,62.77,225.42
2023-08-29 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,382.18,118.55,342.0,16.88,1.04,1.69,421.55,53.19,61.9,187.92
2023-08-29 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,388.09,70.94,292.76,13.88,1.05,1.39,756.37,51.58,69.99,151.57
2023-08-29 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,380.0,52.23,322.98,12.03,1.05,1.2,881.79,50.25,63.03,143.86
2023-08-29 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,312.14,48.82,306.48,11.66,1.0,1.17,844.19,50.59,121.79,135.24
2023-08-29 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,352.0,104.36,325.4,16.52,1.06,1.65,829.74,51.21,60.73,120.06
2023-08-29 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,344.93,57.3,203.29,12.76,1.05,1.28,925.92,50.81,100.64,203.25
2023-08-29 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,360.46,80.36,192.71,11.88,1.06,1.19,928.8,50.06,169.36,235.35
2023-08-29 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,347.02,80.81,204.09,11.92,1.06,1.19,785.62,50.05,247.75,258.36
2023-08-29 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,356.75,122.48,302.57,15.8,1.06,1.58,599.14,53.33,310.93,305.8
2023-08-29 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,364.98,154.36,318.08,19.57,1.06,1.96,491.44,53.96,270.09,253.82
2023-08-29 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,373.17,116.89,381.24,18.97,1.06,1.9,253.29,51.99,199.32,209.37
2023-08-29 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,334.82,99.2,246.49,16.48,1.06,1.65,85.63,50.41,142.78,177.31
2023-08-29 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,294.29,88.66,207.58,15.55,1.06,1.56,6.63,49.79,153.67,137.43
2023-08-29 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,266.18,85.02,262.59,14.95,1.06,1.5,0.0,49.97,213.33,127.77
2023-08-29 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,184.46,53.58,247.8,13.78,1.06,1.38,0.0,49.48,197.13,119.26
2023-08-29 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,186.53,43.81,239.23,12.09,1.06,1.21,0.0,48.72,138.65,144.69
2023-08-29 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,149.09,42.9,232.42,12.11,1.06,1.21,0.0,50.21,164.26,154.73
2023-08-29 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,146.56,42.64,257.84,12.03,1.06,1.2,0.0,50.21,127.29,184.91
2023-08-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,147.74,42.49,268.31,11.96,1.06,1.2,0.0,50.12,117.52,200.72
2023-08-30 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,150.34,44.03,256.98,11.95,1.05,1.19,0.0,50.2,82.54,229.39
2023-08-30 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,243.42,45.42,351.73,12.12,1.05,1.21,0.0,50.34,70.15,256.56
2023-08-30 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,262.1,46.51,344.33,12.11,1.05,1.21,0.0,50.4,105.28,267.27
2023-08-30 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,265.99,68.24,313.21,13.2,1.06,1.32,7.3,50.81,102.82,286.77
2023-08-30 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,322.37,101.44,317.71,13.11,1.06,1.31,88.61,50.49,73.13,270.78
2023-08-30 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,362.47,103.27,295.68,13.15,1.06,1.32,254.96,51.19,77.81,225.64
2023-08-30 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,312.92,98.46,303.54,12.57,1.06,1.26,422.68,50.45,139.02,153.48
2023-08-30 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,327.15,94.97,325.59,12.68,1.06,1.27,636.46,50.71,101.34,128.78
2023-08-30 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,286.58,88.37,232.36,12.54,1.06,1.25,831.88,50.44,246.16,191.97
2023-08-30 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,322.34,88.7,195.53,12.82,1.06,1.28,893.16,49.52,145.69,283.07
2023-08-30 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,284.23,75.71,229.81,12.88,1.06,1.29,808.22,48.42,53.64,425.7
2023-08-30 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,317.57,82.51,197.47,12.73,1.06,1.27,720.7,50.2,29.69,543.33
2023-08-30 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,360.61,91.55,305.83,12.78,1.06,1.28,698.15,50.67,93.12,501.87
2023-08-30 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,359.55,96.57,305.95,13.01,1.06,1.3,444.94,50.34,142.65,408.51
2023-08-30 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,339.56,103.84,251.32,13.26,1.06,1.33,379.39,50.38,74.18,340.27
2023-08-30 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,361.51,112.05,289.03,13.17,1.06,1.32,206.13,50.54,45.95,244.83
2023-08-30 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,354.37,150.67,352.29,15.72,1.06,1.57,73.12,51.76,52.24,197.27
2023-08-30 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,354.52,130.09,369.59,13.71,1.07,1.37,4.37,50.88,42.12,166.66
2023-08-30 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,260.71,130.33,285.43,13.36,1.06,1.34,0.0,50.54,53.2,132.78
2023-08-30 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,152.55,63.21,260.23,12.96,1.06,1.3,0.0,50.62,61.81,125.92
2023-08-30 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,151.73,50.42,276.0,12.72,1.06,1.27,0.0,50.94,66.73,113.0
2023-08-30 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,218.73,50.02,212.14,13.11,1.06,1.31,0.0,50.43,40.79,109.67
2023-08-30 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,243.81,50.47,208.59,13.29,1.06,1.33,0.0,51.14,46.38,132.36
2023-08-31 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,241.89,50.69,210.25,13.42,1.06,1.34,0.0,50.82,53.15,174.05
2023-08-31 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,221.49,50.04,190.78,13.34,1.09,1.33,0.0,50.47,70.16,253.43
2023-08-31 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,148.16,52.83,217.54,13.55,1.15,1.36,0.0,51.05,99.57,302.52
2023-08-31 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,191.29,52.12,235.31,13.82,1.15,1.38,0.0,51.01,142.61,245.99
2023-08-31 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,287.54,53.57,263.67,13.89,1.16,1.39,3.88,51.16,155.86,217.14
2023-08-31 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,278.59,57.45,283.69,14.08,1.21,1.41,66.56,49.64,218.65,196.29
2023-08-31 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,229.11,56.46,226.18,13.7,1.21,1.37,220.85,51.6,287.59,169.96
2023-08-31 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,250.04,52.59,220.5,13.68,1.21,1.37,390.25,51.67,330.71,119.01
2023-08-31 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,217.18,62.54,238.73,12.43,1.21,1.24,662.8,56.66,238.9,117.92
2023-08-31 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,188.41,77.95,338.65,12.55,1.21,1.26,817.1,61.28,217.09,132.77
2023-08-31 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,248.43,68.34,190.37,11.9,1.21,1.19,999.77,62.2,219.73,155.37
2023-08-31 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,199.29,59.67,180.18,11.41,1.21,1.14,1066.81,56.18,194.54,148.95
2023-08-31 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,196.3,57.26,183.45,11.45,1.21,1.14,1028.7,54.89,126.01,143.75
2023-08-31 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,228.41,65.44,182.46,11.36,1.31,1.14,985.26,56.54,113.52,112.18
2023-08-31 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,310.36,102.21,203.21,11.33,1.31,1.13,794.86,56.53,146.28,100.99
2023-08-31 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,350.91,110.34,183.67,11.49,1.31,1.15,583.14,56.19,177.54,101.93
2023-08-31 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,365.28,119.87,214.98,11.62,1.31,1.16,342.03,58.08,153.82,85.6
2023-08-31 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,385.96,126.19,339.27,12.77,1.31,1.28,95.63,58.13,169.0,77.2
2023-08-31 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,382.03,124.51,306.73,12.0,1.31,1.2,3.58,58.05,116.15,64.51
2023-08-31 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,305.96,114.41,279.81,11.87,1.31,1.19,0.0,58.62,51.79,70.44
2023-08-31 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,247.77,109.67,203.55,12.04,1.31,1.2,0.0,65.34,72.48,51.09
2023-08-31 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,262.97,108.79,183.24,12.7,1.3,1.27,0.0,65.66,68.12,39.2
2023-08-31 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,262.61,63.1,190.36,12.65,1.3,1.27,0.0,68.93,77.45,51.32
2023-08-31 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,233.79,60.67,197.53,12.66,1.3,1.27,0.0,69.75,83.35,50.24
2023-09-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,213.02,60.59,261.45,12.63,1.3,1.26,0.0,69.42,63.65,49.02
2023-09-01 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,254.89,61.41,188.22,12.7,1.3,1.27,0.0,70.21,58.56,61.18
2023-09-01 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,276.48,60.19,186.75,12.5,1.3,1.25,0.0,68.44,65.28,64.13
2023-09-01 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,284.4,60.54,205.6,12.46,1.31,1.25,0.0,70.46,71.35,86.51
2023-09-01 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,273.75,82.3,324.49,13.73,1.31,1.37,8.67,69.03,87.1,115.14
2023-09-01 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,277.56,70.94,231.88,12.82,1.31,1.28,137.62,68.64,60.07,164.12
2023-09-01 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,249.57,69.17,195.13,11.73,1.31,1.17,461.58,68.91,80.23,164.1
2023-09-01 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,297.3,65.18,235.95,12.09,1.31,1.21,945.17,69.27,91.86,134.81
2023-09-01 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,268.23,57.12,208.21,11.17,1.3,1.12,1248.63,68.21,79.75,191.5
2023-09-01 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,300.53,54.73,195.64,11.46,1.3,1.15,1574.52,66.11,83.26,221.14
2023-09-01 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,314.92,52.44,236.06,11.56,1.3,1.16,1589.62,65.34,116.63,270.81
2023-09-01 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,341.62,52.01,204.48,11.57,1.3,1.16,1614.84,65.33,141.59,293.58
2023-09-01 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,325.79,62.93,304.37,12.23,1.3,1.22,1625.3,65.39,128.96,347.97
2023-09-01 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,264.8,55.64,190.07,11.74,1.31,1.17,1531.92,64.96,97.01,392.23
2023-09-01 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,277.89,56.45,197.97,11.97,1.31,1.2,1243.03,64.67,96.82,409.81
2023-09-01 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,323.55,89.21,224.56,12.71,1.31,1.27,863.5,67.32,91.71,390.92
2023-09-01 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,290.58,121.84,255.72,14.67,1.29,1.47,436.53,66.32,89.72,341.45
2023-09-01 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,327.05,144.63,266.48,15.27,1.21,1.53,113.22,68.03,84.14,299.31
2023-09-01 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,286.35,148.65,253.68,15.29,1.21,1.53,5.03,68.47,84.85,337.0
2023-09-01 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,287.59,129.5,216.57,13.1,1.21,1.31,0.0,68.24,136.95,416.88
2023-09-01 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,241.16,101.3,167.51,13.43,1.21,1.34,0.0,68.34,219.86,453.09
2023-09-01 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,226.44,95.51,121.62,12.85,1.27,1.29,0.0,68.68,216.15,485.09
2023-09-01 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,234.01,62.46,65.76,12.79,1.4,1.28,0.0,66.88,216.65,496.27
2023-09-01 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,253.0,59.79,65.8,12.8,1.41,1.28,0.0,66.79,208.46,534.5
2023-09-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,263.63,60.55,63.01,12.25,1.41,1.23,0.0,67.25,191.38,565.9
2023-09-02 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,234.62,56.91,56.09,10.9,1.41,1.09,0.0,67.8,213.26,589.29
2023-09-02 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,240.53,56.14,55.46,10.78,1.41,1.08,0.0,67.24,210.43,607.87
2023-09-02 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,273.11,57.42,56.35,10.95,1.41,1.09,0.0,68.08,200.38,652.63
2023-09-02 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,273.54,60.54,55.54,10.79,1.35,1.08,8.32,68.49,215.76,659.95
2023-09-02 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,246.8,62.17,57.56,11.19,1.21,1.12,136.43,67.91,226.34,649.93
2023-09-02 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,275.23,116.51,95.75,18.68,1.21,1.87,496.64,70.8,264.98,637.52
2023-09-02 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,237.99,63.82,64.07,12.49,1.21,1.25,968.2,66.27,330.34,934.07
2023-09-02 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,206.28,62.85,60.1,11.67,1.2,1.17,1251.16,61.89,386.81,1296.02
2023-09-02 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,234.83,55.96,54.34,10.5,1.2,1.05,1532.08,62.07,378.78,1530.63
2023-09-02 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,250.69,50.4,52.66,10.13,1.2,1.01,1681.44,62.01,437.05,1659.54
2023-09-02 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,242.1,46.11,46.85,8.99,1.2,0.9,1652.75,61.79,452.18,1684.21
2023-09-02 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,205.6,46.77,47.81,9.17,1.2,0.92,1554.65,61.62,483.65,1760.68
2023-09-02 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,217.1,47.53,48.8,9.36,1.2,0.94,1405.04,61.87,497.62,1891.01
2023-09-02 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,245.61,49.23,53.0,10.18,1.2,1.02,1096.39,62.39,607.28,1895.64
2023-09-02 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,290.41,56.83,61.94,11.93,1.2,1.19,706.42,61.95,642.27,1727.08
2023-09-02 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,319.67,64.54,64.03,12.37,1.2,1.24,269.84,63.86,613.36,1428.28
2023-09-02 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,280.7,110.01,86.64,16.84,1.21,1.68,49.26,69.87,656.32,1175.64
2023-09-02 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,234.81,64.34,65.01,12.62,1.21,1.26,0.47,68.74,775.23,1185.42
2023-09-02 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,280.06,59.83,63.73,12.39,1.2,1.24,0.0,67.33,740.25,1142.6
2023-09-02 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,243.76,58.75,60.52,11.78,1.28,1.18,0.0,65.27,726.36,1319.0
2023-09-02 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,220.56,56.83,60.22,11.71,1.4,1.17,0.0,62.37,722.0,1419.1
2023-09-02 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,188.61,55.27,62.08,12.08,1.4,1.21,0.0,60.67,832.26,1617.67
2023-09-02 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,243.34,54.28,62.29,12.12,1.4,1.21,0.0,60.6,807.26,1488.38
2023-09-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,263.4,57.68,61.93,12.05,1.4,1.2,0.0,61.09,642.43,1401.13
2023-09-03 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,199.31,59.18,61.97,12.06,1.4,1.21,0.0,60.56,765.46,1580.18
2023-09-03 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,166.58,54.28,60.96,11.86,1.4,1.19,0.0,60.04,837.68,1592.63
2023-09-03 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,240.91,52.0,58.33,11.34,1.4,1.13,0.0,61.28,819.31,1442.11
2023-09-03 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,321.32,54.87,61.6,11.98,1.27,1.2,2.96,62.46,759.44,1185.31
2023-09-03 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,209.44,60.02,62.87,12.24,1.2,1.22,72.93,61.62,648.11,1039.63
2023-09-03 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,226.15,60.32,62.97,12.26,1.2,1.23,262.0,61.44,550.44,778.51
2023-09-03 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,178.14,59.63,63.0,12.27,1.21,1.23,566.31,60.5,507.72,794.25
2023-09-03 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,219.48,54.75,56.32,10.96,1.21,1.1,679.32,58.76,539.73,861.91
2023-09-03 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,183.4,46.71,48.78,9.46,1.21,0.95,820.87,58.12,582.8,834.39
2023-09-03 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,196.59,52.2,43.18,8.35,1.21,0.83,922.66,58.51,716.12,783.1
2023-09-03 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,174.68,56.06,42.81,8.27,1.21,0.83,904.16,59.5,449.22,947.34
2023-09-03 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,160.02,56.04,40.06,7.73,1.21,0.77,1041.01,60.1,198.16,1078.87
2023-09-03 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,181.76,56.11,39.91,7.7,1.21,0.77,912.99,59.78,200.4,1126.55
2023-09-03 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,219.98,48.22,46.11,8.91,1.21,0.89,848.27,60.59,383.78,1052.02
2023-09-03 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,246.55,55.84,56.77,10.97,1.21,1.1,508.72,61.1,401.06,1021.33
2023-09-03 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,314.69,62.83,57.29,11.08,1.21,1.11,359.22,61.3,375.81,900.01
2023-09-03 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,316.68,70.57,66.27,12.86,1.21,1.29,91.82,62.28,426.47,869.86
2023-09-03 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,261.12,72.45,69.57,13.52,1.21,1.35,2.93,62.23,491.67,856.2
2023-09-03 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,236.66,71.46,68.1,13.26,1.21,1.33,0.0,62.1,539.54,905.33
2023-09-03 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,278.56,58.62,62.43,12.15,1.21,1.22,0.0,61.18,516.65,928.02
2023-09-03 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,247.31,74.17,58.04,11.29,1.2,1.13,0.0,60.74,540.37,914.76
2023-09-03 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,208.08,46.56,45.19,8.76,1.21,0.88,0.0,64.9,610.5,870.11
2023-09-03 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,242.93,44.31,44.4,8.62,1.2,0.86,0.0,64.38,576.52,774.22
2023-09-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,236.12,44.54,44.37,8.62,1.2,0.86,0.0,64.63,567.47,720.89
2023-09-04 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,186.88,45.1,45.68,8.87,1.2,0.89,0.0,64.64,552.66,731.18
2023-09-04 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,224.39,45.72,46.08,8.95,1.21,0.89,0.0,64.71,508.58,650.06
2023-09-04 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,249.27,49.41,47.28,9.18,1.21,0.92,0.0,64.86,508.66,525.08
2023-09-04 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,254.8,60.25,55.53,10.8,1.21,1.08,5.39,65.7,468.9,549.48
2023-09-04 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,289.25,58.53,57.34,11.16,1.21,1.12,111.35,65.72,463.41,526.92
2023-09-04 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,231.94,130.43,86.01,16.78,1.4,1.68,464.02,68.05,370.85,497.56
2023-09-04 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,211.95,69.41,58.91,11.47,1.22,1.15,975.81,65.02,270.42,504.19
2023-09-04 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,227.25,55.56,53.8,10.41,1.21,1.04,1379.2,64.47,249.08,518.77
2023-09-04 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,187.87,51.56,46.33,8.89,1.21,0.89,1635.95,65.3,186.85,744.55
2023-09-04 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,209.9,46.63,45.4,8.7,1.21,0.87,1714.77,64.69,179.06,915.23
2023-09-04 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,230.43,46.75,47.09,9.06,1.21,0.91,1721.45,64.7,187.85,1029.17
2023-09-04 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,206.5,47.77,46.53,8.95,1.21,0.89,1726.62,52.96,207.03,1113.82
2023-09-04 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,213.27,52.56,53.84,10.42,1.21,1.04,1588.27,52.65,204.04,1135.82
2023-09-04 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,223.49,64.06,62.38,12.17,1.21,1.22,1311.73,64.51,146.63,1140.84
2023-09-04 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,288.28,87.78,66.43,12.87,1.21,1.29,885.24,66.85,131.22,941.17
2023-09-04 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,311.1,129.72,74.34,14.37,1.22,1.44,400.52,67.94,135.45,693.45
2023-09-04 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,325.67,227.21,115.6,30.37,1.41,2.25,74.12,71.78,133.48,463.2
2023-09-04 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,232.18,238.11,125.26,39.73,1.41,2.44,1.65,71.01,121.86,424.93
2023-09-04 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,215.64,130.37,69.93,13.6,1.22,1.36,0.0,65.51,147.72,451.86
2023-09-04 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,221.81,111.86,63.81,12.42,1.22,1.24,0.0,65.11,229.97,414.44
2023-09-04 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,226.22,107.72,62.54,12.18,1.22,1.22,0.0,66.06,212.91,372.95
2023-09-04 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,260.32,69.32,63.83,12.43,1.21,1.24,0.0,66.25,142.58,335.65
