,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Solar,Wind Onshore
2020-04-07 15:00:00+00:00,477.0,2182.0,0.0,126.0,219.0,376.0,1665.0
2020-04-07 16:00:00+00:00,477.0,2782.0,0.0,202.0,380.0,59.0,1718.0
2020-04-07 17:00:00+00:00,505.0,2957.0,0.0,337.0,688.0,0.0,1683.0
2020-04-07 18:00:00+00:00,539.0,2873.0,0.0,307.0,633.0,0.0,1630.0
2020-04-07 19:00:00+00:00,475.0,2640.0,0.0,29.0,421.0,0.0,1598.0
2020-04-07 20:00:00+00:00,473.0,2434.0,0.0,0.0,222.0,0.0,1544.0
2020-04-07 21:00:00+00:00,473.0,1794.0,0.0,0.0,125.0,0.0,1546.0
2020-04-07 22:00:00+00:00,473.0,1811.0,0.0,0.0,91.0,0.0,1462.0
2020-04-07 23:00:00+00:00,473.0,1653.0,0.0,0.0,80.0,0.0,1505.0
2020-04-08 00:00:00+00:00,476.0,1542.0,0.0,0.0,84.0,0.0,1540.0
2020-04-08 01:00:00+00:00,478.0,1488.0,0.0,0.0,79.0,0.0,1519.0
2020-04-08 02:00:00+00:00,473.0,1533.0,0.0,0.0,80.0,0.0,1539.0
2020-04-08 03:00:00+00:00,471.0,1584.0,0.0,0.0,86.0,0.0,1538.0
2020-04-08 04:00:00+00:00,478.0,2002.0,0.0,10.0,182.0,55.0,1554.0
2020-04-08 05:00:00+00:00,528.0,2145.0,0.0,212.0,496.0,410.0,1506.0
2020-04-08 06:00:00+00:00,510.0,1799.0,0.0,134.0,378.0,960.0,1502.0
2020-04-08 07:00:00+00:00,479.0,1515.0,0.0,125.0,271.0,1431.0,1530.0
2020-04-08 08:00:00+00:00,479.0,1324.0,0.0,34.0,184.0,1754.0,1524.0
2020-04-08 09:00:00+00:00,478.0,1319.0,0.0,28.0,116.0,1939.0,1545.0
2020-04-08 10:00:00+00:00,479.0,1310.0,0.0,30.0,109.0,1972.0,1556.0
2020-04-08 11:00:00+00:00,479.0,1271.0,0.0,29.0,119.0,1860.0,1541.0
2020-04-08 12:00:00+00:00,480.0,1270.0,0.0,29.0,94.0,1680.0,1581.0
2020-04-08 13:00:00+00:00,477.0,1277.0,0.0,5.0,76.0,1390.0,1544.0
2020-04-08 14:00:00+00:00,475.0,1475.0,0.0,0.0,85.0,961.0,1493.0
2020-04-08 15:00:00+00:00,473.0,1859.0,0.0,43.0,106.0,461.0,1529.0
2020-04-08 16:00:00+00:00,474.0,2594.0,0.0,277.0,266.0,73.0,1557.0
2020-04-08 17:00:00+00:00,498.0,3342.0,0.0,470.0,399.0,0.0,1620.0
2020-04-08 18:00:00+00:00,533.0,3168.0,0.0,461.0,400.0,0.0,1648.0
2020-04-08 19:00:00+00:00,472.0,2937.0,0.0,332.0,215.0,0.0,1646.0
2020-04-08 20:00:00+00:00,467.0,2763.0,0.0,72.0,130.0,0.0,1675.0
2020-04-08 21:00:00+00:00,469.0,2059.0,0.0,20.0,90.0,0.0,1663.0
2020-04-08 22:00:00+00:00,469.0,1567.0,0.0,0.0,59.0,0.0,1635.0
2020-04-08 23:00:00+00:00,470.0,1614.0,0.0,0.0,57.0,0.0,1630.0
2020-04-09 00:00:00+00:00,470.0,1595.0,0.0,0.0,57.0,0.0,1555.0
2020-04-09 01:00:00+00:00,470.0,1495.0,0.0,0.0,57.0,0.0,1555.0
2020-04-09 02:00:00+00:00,471.0,1535.0,0.0,0.0,57.0,0.0,1523.0
2020-04-09 03:00:00+00:00,472.0,1676.0,0.0,0.0,57.0,0.0,1497.0
2020-04-09 04:00:00+00:00,479.0,2130.0,0.0,227.0,119.0,68.0,1454.0
2020-04-09 05:00:00+00:00,485.0,2095.0,0.0,253.0,267.0,469.0,1412.0
2020-04-09 06:00:00+00:00,471.0,1904.0,0.0,251.0,254.0,1040.0,1412.0
2020-04-09 07:00:00+00:00,461.0,1482.0,0.0,11.0,128.0,1546.0,1497.0
2020-04-09 08:00:00+00:00,461.0,1333.0,0.0,0.0,117.0,1870.0,1490.0
2020-04-09 09:00:00+00:00,464.0,1359.0,0.0,0.0,145.0,2066.0,1507.0
2020-04-09 10:00:00+00:00,463.0,1688.0,0.0,0.0,96.0,2115.0,1408.0
2020-04-09 11:00:00+00:00,461.0,1530.0,0.0,0.0,87.0,2059.0,1393.0
2020-04-09 12:00:00+00:00,463.0,1385.0,0.0,0.0,86.0,1876.0,1399.0
2020-04-09 13:00:00+00:00,465.0,1341.0,0.0,0.0,129.0,1551.0,1405.0
2020-04-09 14:00:00+00:00,464.0,1529.0,0.0,0.0,74.0,1078.0,1386.0
2020-04-09 15:00:00+00:00,473.0,1793.0,0.0,33.0,88.0,495.0,1329.0
2020-04-09 16:00:00+00:00,475.0,2269.0,0.0,272.0,298.0,68.0,1196.0
2020-04-09 17:00:00+00:00,476.0,2694.0,0.0,425.0,567.0,0.0,1163.0
2020-04-09 18:00:00+00:00,473.0,2846.0,0.0,429.0,563.0,0.0,1191.0
2020-04-09 19:00:00+00:00,474.0,2863.0,0.0,243.0,281.0,0.0,1180.0
2020-04-09 20:00:00+00:00,474.0,2654.0,0.0,20.0,189.0,0.0,1052.0
2020-04-09 21:00:00+00:00,472.0,2203.0,0.0,0.0,155.0,0.0,1016.0
2020-04-09 22:00:00+00:00,473.0,1560.0,0.0,0.0,85.0,0.0,1104.0
2020-04-09 23:00:00+00:00,475.0,1411.0,0.0,0.0,81.0,0.0,1126.0
2020-04-10 00:00:00+00:00,476.0,1415.0,0.0,0.0,80.0,0.0,1127.0
2020-04-10 01:00:00+00:00,467.0,1349.0,0.0,0.0,80.0,0.0,1180.0
2020-04-10 02:00:00+00:00,466.0,1379.0,0.0,0.0,80.0,0.0,1152.0
2020-04-10 03:00:00+00:00,468.0,1513.0,0.0,16.0,128.0,0.0,1121.0
2020-04-10 04:00:00+00:00,499.0,1603.0,0.0,238.0,190.0,72.0,1096.0
2020-04-10 05:00:00+00:00,537.0,1650.0,0.0,251.0,249.0,503.0,985.0
2020-04-10 06:00:00+00:00,488.0,1474.0,0.0,252.0,261.0,1080.0,907.0
2020-04-10 07:00:00+00:00,472.0,1277.0,0.0,45.0,197.0,1538.0,837.0
2020-04-10 08:00:00+00:00,466.0,1414.0,0.0,46.0,143.0,1851.0,830.0
2020-04-10 09:00:00+00:00,493.0,1442.0,0.0,37.0,128.0,2031.0,818.0
2020-04-10 10:00:00+00:00,481.0,1473.0,0.0,68.0,143.0,2091.0,840.0
2020-04-10 11:00:00+00:00,486.0,1438.0,0.0,49.0,77.0,2025.0,812.0
2020-04-10 12:00:00+00:00,494.0,1492.0,0.0,41.0,72.0,1838.0,766.0
2020-04-10 13:00:00+00:00,511.0,1438.0,0.0,0.0,82.0,1516.0,702.0
2020-04-10 14:00:00+00:00,473.0,1580.0,0.0,0.0,138.0,1047.0,548.0
2020-04-10 15:00:00+00:00,473.0,1824.0,0.0,6.0,149.0,479.0,566.0
2020-04-10 16:00:00+00:00,471.0,2650.0,0.0,210.0,209.0,69.0,498.0
2020-04-10 17:00:00+00:00,477.0,3108.0,0.0,301.0,657.0,0.0,439.0
2020-04-10 18:00:00+00:00,480.0,3232.0,0.0,331.0,682.0,0.0,384.0
2020-04-10 19:00:00+00:00,467.0,3116.0,0.0,208.0,410.0,0.0,376.0
2020-04-10 20:00:00+00:00,466.0,2789.0,0.0,13.0,174.0,0.0,419.0
2020-04-10 21:00:00+00:00,466.0,2064.0,0.0,0.0,129.0,0.0,406.0
2020-04-10 22:00:00+00:00,465.0,1871.0,0.0,0.0,106.0,0.0,366.0
2020-04-10 23:00:00+00:00,465.0,1732.0,0.0,0.0,82.0,0.0,334.0
2020-04-11 00:00:00+00:00,463.0,1445.0,0.0,0.0,81.0,0.0,362.0
2020-04-11 01:00:00+00:00,469.0,1299.0,0.0,0.0,81.0,0.0,348.0
2020-04-11 02:00:00+00:00,468.0,1341.0,0.0,0.0,81.0,0.0,348.0
2020-04-11 03:00:00+00:00,515.0,1471.0,0.0,0.0,83.0,0.0,406.0
2020-04-11 04:00:00+00:00,588.0,1477.0,0.0,0.0,163.0,72.0,436.0
2020-04-11 05:00:00+00:00,577.0,1365.0,0.0,0.0,198.0,478.0,347.0
2020-04-11 06:00:00+00:00,529.0,1171.0,0.0,23.0,197.0,1001.0,275.0
2020-04-11 07:00:00+00:00,471.0,1024.0,0.0,60.0,195.0,1491.0,250.0
2020-04-11 08:00:00+00:00,460.0,1047.0,0.0,116.0,179.0,1797.0,271.0
2020-04-11 09:00:00+00:00,458.0,1116.0,0.0,115.0,179.0,1969.0,249.0
2020-04-11 10:00:00+00:00,472.0,1238.0,0.0,32.0,154.0,2013.0,229.0
2020-04-11 11:00:00+00:00,515.0,1197.0,0.0,30.0,114.0,1940.0,191.0
2020-04-11 12:00:00+00:00,501.0,1183.0,0.0,31.0,114.0,1755.0,165.0
2020-04-11 13:00:00+00:00,507.0,1249.0,0.0,33.0,55.0,1437.0,154.0
2020-04-11 14:00:00+00:00,519.0,1499.0,0.0,32.0,63.0,980.0,166.0
2020-04-11 15:00:00+00:00,496.0,1928.0,0.0,143.0,75.0,444.0,141.0
2020-04-11 16:00:00+00:00,463.0,2541.0,0.0,375.0,284.0,69.0,168.0
2020-04-11 17:00:00+00:00,526.0,2843.0,0.0,491.0,651.0,0.0,203.0
2020-04-11 18:00:00+00:00,581.0,2867.0,0.0,568.0,755.0,0.0,172.0
2020-04-11 19:00:00+00:00,518.0,2775.0,0.0,496.0,446.0,0.0,133.0
2020-04-11 20:00:00+00:00,488.0,2486.0,0.0,328.0,205.0,0.0,148.0
2020-04-11 21:00:00+00:00,502.0,2148.0,0.0,61.0,166.0,0.0,177.0
2020-04-11 22:00:00+00:00,478.0,1652.0,0.0,63.0,122.0,0.0,189.0
2020-04-11 23:00:00+00:00,476.0,1467.0,0.0,32.0,141.0,0.0,242.0
2020-04-12 00:00:00+00:00,474.0,1267.0,0.0,30.0,142.0,0.0,292.0
2020-04-12 01:00:00+00:00,471.0,981.0,0.0,30.0,141.0,0.0,358.0
2020-04-12 02:00:00+00:00,472.0,998.0,0.0,30.0,143.0,0.0,395.0
2020-04-12 03:00:00+00:00,510.0,968.0,0.0,111.0,143.0,0.0,409.0
2020-04-12 04:00:00+00:00,522.0,816.0,0.0,28.0,128.0,62.0,428.0
2020-04-12 05:00:00+00:00,515.0,882.0,0.0,0.0,168.0,374.0,463.0
2020-04-12 06:00:00+00:00,548.0,1032.0,0.0,0.0,121.0,825.0,412.0
2020-04-12 07:00:00+00:00,597.0,1170.0,0.0,0.0,116.0,1249.0,396.0
2020-04-12 08:00:00+00:00,613.0,986.0,0.0,0.0,138.0,1623.0,467.0
2020-04-12 09:00:00+00:00,614.0,1081.0,0.0,0.0,109.0,1843.0,555.0
2020-04-12 10:00:00+00:00,615.0,1209.0,0.0,0.0,120.0,1914.0,572.0
2020-04-12 11:00:00+00:00,604.0,994.0,0.0,23.0,112.0,1855.0,570.0
2020-04-12 12:00:00+00:00,589.0,930.0,0.0,34.0,110.0,1674.0,530.0
2020-04-12 13:00:00+00:00,598.0,853.0,0.0,5.0,111.0,1343.0,507.0
2020-04-12 14:00:00+00:00,528.0,1009.0,0.0,25.0,103.0,879.0,490.0
2020-04-12 15:00:00+00:00,508.0,1353.0,0.0,98.0,81.0,391.0,418.0
2020-04-12 16:00:00+00:00,513.0,1586.0,0.0,351.0,326.0,65.0,384.0
2020-04-12 17:00:00+00:00,530.0,1754.0,0.0,464.0,875.0,0.0,348.0
2020-04-12 18:00:00+00:00,538.0,1893.0,0.0,545.0,1195.0,0.0,279.0
2020-04-12 19:00:00+00:00,505.0,2078.0,0.0,432.0,628.0,0.0,225.0
2020-04-12 20:00:00+00:00,516.0,2052.0,0.0,184.0,272.0,0.0,223.0
2020-04-12 21:00:00+00:00,522.0,1715.0,0.0,58.0,362.0,0.0,183.0
2020-04-12 22:00:00+00:00,509.0,1409.0,0.0,0.0,193.0,0.0,148.0
2020-04-12 23:00:00+00:00,472.0,1503.0,0.0,0.0,156.0,0.0,101.0
2020-04-13 00:00:00+00:00,461.0,1535.0,0.0,0.0,82.0,0.0,93.0
2020-04-13 01:00:00+00:00,459.0,1468.0,0.0,39.0,82.0,0.0,98.0
2020-04-13 02:00:00+00:00,460.0,1453.0,0.0,89.0,82.0,0.0,86.0
2020-04-13 03:00:00+00:00,462.0,1478.0,0.0,91.0,82.0,0.0,72.0
2020-04-13 04:00:00+00:00,479.0,1648.0,0.0,154.0,212.0,74.0,54.0
2020-04-13 05:00:00+00:00,523.0,1411.0,0.0,282.0,422.0,431.0,43.0
2020-04-13 06:00:00+00:00,509.0,1411.0,0.0,218.0,329.0,917.0,36.0
2020-04-13 07:00:00+00:00,492.0,1471.0,0.0,93.0,176.0,1378.0,52.0
2020-04-13 08:00:00+00:00,507.0,1365.0,0.0,50.0,112.0,1739.0,66.0
2020-04-13 09:00:00+00:00,541.0,1238.0,0.0,0.0,137.0,1935.0,112.0
2020-04-13 10:00:00+00:00,531.0,1212.0,0.0,0.0,168.0,1982.0,154.0
2020-04-13 11:00:00+00:00,515.0,1156.0,0.0,0.0,119.0,1922.0,228.0
2020-04-13 12:00:00+00:00,487.0,1165.0,0.0,0.0,112.0,1733.0,341.0
2020-04-13 13:00:00+00:00,479.0,1077.0,0.0,0.0,118.0,1410.0,430.0
2020-04-13 14:00:00+00:00,464.0,1227.0,0.0,0.0,87.0,962.0,447.0
2020-04-13 15:00:00+00:00,470.0,1552.0,0.0,0.0,138.0,430.0,491.0
2020-04-13 16:00:00+00:00,485.0,1744.0,0.0,103.0,288.0,73.0,598.0
2020-04-13 17:00:00+00:00,461.0,2233.0,0.0,249.0,647.0,0.0,695.0
2020-04-13 18:00:00+00:00,456.0,2188.0,0.0,332.0,586.0,0.0,746.0
2020-04-13 19:00:00+00:00,458.0,2228.0,0.0,32.0,334.0,0.0,752.0
2020-04-13 20:00:00+00:00,460.0,1695.0,0.0,0.0,138.0,0.0,760.0
2020-04-13 21:00:00+00:00,451.0,1268.0,0.0,0.0,182.0,0.0,800.0
2020-04-13 22:00:00+00:00,455.0,1120.0,0.0,0.0,141.0,0.0,793.0
2020-04-13 23:00:00+00:00,453.0,1100.0,0.0,0.0,60.0,0.0,802.0
2020-04-14 00:00:00+00:00,449.0,1099.0,0.0,0.0,57.0,0.0,818.0
2020-04-14 01:00:00+00:00,463.0,1102.0,0.0,0.0,57.0,0.0,806.0
2020-04-14 02:00:00+00:00,467.0,1159.0,0.0,0.0,56.0,0.0,757.0
2020-04-14 03:00:00+00:00,463.0,1178.0,0.0,0.0,96.0,0.0,706.0
2020-04-14 04:00:00+00:00,469.0,1186.0,0.0,114.0,162.0,93.0,695.0
2020-04-14 05:00:00+00:00,469.0,1258.0,0.0,125.0,217.0,443.0,678.0
2020-04-14 06:00:00+00:00,466.0,1253.0,0.0,125.0,214.0,907.0,589.0
2020-04-14 07:00:00+00:00,462.0,1234.0,0.0,174.0,184.0,1260.0,635.0
2020-04-14 08:00:00+00:00,469.0,1497.0,0.0,88.0,186.0,1412.0,724.0
2020-04-14 09:00:00+00:00,566.0,1324.0,0.0,94.0,269.0,1459.0,824.0
2020-04-14 10:00:00+00:00,539.0,1255.0,0.0,84.0,325.0,1475.0,1010.0
2020-04-14 11:00:00+00:00,523.0,1225.0,0.0,33.0,203.0,1315.0,1065.0
2020-04-14 12:00:00+00:00,531.0,1258.0,0.0,31.0,152.0,1065.0,1149.0
2020-04-14 13:00:00+00:00,513.0,1218.0,0.0,32.0,70.0,773.0,1421.0
2020-04-14 14:00:00+00:00,475.0,1144.0,0.0,29.0,54.0,539.0,1505.0
2020-04-14 15:00:00+00:00,459.0,1288.0,0.0,29.0,60.0,257.0,1660.0
2020-04-14 16:00:00+00:00,465.0,1471.0,0.0,59.0,93.0,56.0,1592.0
2020-04-14 17:00:00+00:00,467.0,1865.0,0.0,397.0,411.0,0.0,1392.0
2020-04-14 18:00:00+00:00,457.0,1815.0,0.0,459.0,509.0,0.0,1337.0
2020-04-14 19:00:00+00:00,458.0,1608.0,0.0,223.0,267.0,0.0,1207.0
2020-04-14 20:00:00+00:00,458.0,1327.0,0.0,39.0,148.0,0.0,1228.0
2020-04-14 21:00:00+00:00,460.0,1056.0,0.0,6.0,57.0,0.0,1244.0
2020-04-14 22:00:00+00:00,461.0,741.0,0.0,0.0,52.0,0.0,1283.0
2020-04-14 23:00:00+00:00,460.0,735.0,0.0,0.0,52.0,0.0,1249.0
2020-04-15 00:00:00+00:00,458.0,722.0,0.0,0.0,52.0,0.0,1249.0
2020-04-15 01:00:00+00:00,457.0,605.0,0.0,0.0,52.0,0.0,1201.0
2020-04-15 02:00:00+00:00,459.0,711.0,0.0,0.0,52.0,0.0,1096.0
2020-04-15 03:00:00+00:00,519.0,915.0,0.0,2.0,57.0,0.0,1015.0
2020-04-15 04:00:00+00:00,557.0,895.0,0.0,208.0,271.0,38.0,895.0
2020-04-15 05:00:00+00:00,563.0,929.0,0.0,429.0,574.0,236.0,658.0
2020-04-15 06:00:00+00:00,549.0,927.0,0.0,351.0,761.0,520.0,808.0
2020-04-15 07:00:00+00:00,562.0,926.0,0.0,339.0,644.0,757.0,1085.0
2020-04-15 08:00:00+00:00,562.0,924.0,0.0,251.0,543.0,915.0,1292.0
2020-04-15 09:00:00+00:00,538.0,926.0,0.0,251.0,490.0,961.0,1448.0
2020-04-15 10:00:00+00:00,561.0,915.0,0.0,250.0,532.0,892.0,1450.0
2020-04-15 11:00:00+00:00,603.0,914.0,0.0,176.0,379.0,769.0,1498.0
2020-04-15 12:00:00+00:00,611.0,971.0,0.0,34.0,262.0,738.0,1572.0
2020-04-15 13:00:00+00:00,544.0,949.0,0.0,35.0,241.0,603.0,1648.0
2020-04-15 14:00:00+00:00,476.0,1084.0,0.0,32.0,219.0,381.0,1639.0
2020-04-15 15:00:00+00:00,477.0,1348.0,0.0,32.0,233.0,197.0,1547.0
2020-04-15 16:00:00+00:00,478.0,1929.0,0.0,47.0,237.0,47.0,1571.0
2020-04-15 17:00:00+00:00,480.0,2425.0,0.0,128.0,473.0,0.0,1650.0
2020-04-15 18:00:00+00:00,494.0,2389.0,0.0,133.0,533.0,0.0,1676.0
2020-04-15 19:00:00+00:00,481.0,2080.0,0.0,25.0,334.0,0.0,1650.0
2020-04-15 20:00:00+00:00,476.0,1693.0,0.0,0.0,178.0,0.0,1579.0
2020-04-15 21:00:00+00:00,473.0,1192.0,0.0,0.0,100.0,0.0,1542.0
2020-04-15 22:00:00+00:00,479.0,1131.0,0.0,31.0,80.0,0.0,1500.0
2020-04-15 23:00:00+00:00,480.0,1144.0,0.0,32.0,80.0,0.0,1448.0
2020-04-16 00:00:00+00:00,481.0,1116.0,0.0,32.0,81.0,0.0,1406.0
2020-04-16 01:00:00+00:00,484.0,1030.0,0.0,32.0,81.0,0.0,1473.0
2020-04-16 02:00:00+00:00,484.0,932.0,0.0,32.0,81.0,0.0,1482.0
2020-04-16 03:00:00+00:00,482.0,919.0,0.0,32.0,140.0,0.0,1521.0
2020-04-16 04:00:00+00:00,482.0,916.0,0.0,32.0,148.0,85.0,1553.0
2020-04-16 05:00:00+00:00,472.0,1074.0,0.0,34.0,221.0,476.0,1561.0
2020-04-16 06:00:00+00:00,467.0,1039.0,0.0,9.0,188.0,978.0,1570.0
2020-04-16 07:00:00+00:00,465.0,982.0,0.0,0.0,163.0,1438.0,1477.0
2020-04-16 08:00:00+00:00,467.0,912.0,0.0,0.0,161.0,1758.0,1402.0
2020-04-16 09:00:00+00:00,503.0,983.0,0.0,0.0,101.0,1945.0,1262.0
2020-04-16 10:00:00+00:00,595.0,1006.0,0.0,0.0,93.0,2003.0,1098.0
2020-04-16 11:00:00+00:00,553.0,858.0,0.0,0.0,87.0,1931.0,1048.0
2020-04-16 12:00:00+00:00,503.0,893.0,0.0,0.0,69.0,1768.0,992.0
2020-04-16 13:00:00+00:00,499.0,997.0,0.0,0.0,49.0,1464.0,922.0
2020-04-16 14:00:00+00:00,473.0,1271.0,0.0,0.0,87.0,1017.0,790.0
2020-04-16 15:00:00+00:00,490.0,1781.0,0.0,0.0,113.0,482.0,714.0
2020-04-16 16:00:00+00:00,611.0,2121.0,0.0,116.0,355.0,79.0,599.0
2020-04-16 17:00:00+00:00,644.0,2360.0,0.0,492.0,1035.0,0.0,521.0
2020-04-16 18:00:00+00:00,644.0,2607.0,0.0,551.0,1165.0,0.0,466.0
2020-04-16 19:00:00+00:00,597.0,2562.0,0.0,345.0,637.0,0.0,422.0
2020-04-16 20:00:00+00:00,514.0,2513.0,0.0,228.0,315.0,0.0,355.0
2020-04-16 21:00:00+00:00,458.0,2170.0,0.0,39.0,100.0,0.0,322.0
2020-04-16 22:00:00+00:00,421.0,1875.0,0.0,64.0,101.0,0.0,316.0
2020-04-16 23:00:00+00:00,431.0,1739.0,0.0,0.0,115.0,0.0,266.0
2020-04-17 00:00:00+00:00,480.0,1678.0,0.0,0.0,55.0,0.0,198.0
2020-04-17 01:00:00+00:00,492.0,1629.0,0.0,0.0,54.0,0.0,141.0
2020-04-17 02:00:00+00:00,527.0,1551.0,0.0,0.0,113.0,0.0,120.0
2020-04-17 03:00:00+00:00,578.0,1499.0,0.0,0.0,115.0,1.0,102.0
2020-04-17 04:00:00+00:00,620.0,1371.0,0.0,35.0,127.0,106.0,103.0
2020-04-17 05:00:00+00:00,612.0,1552.0,0.0,35.0,243.0,567.0,86.0
2020-04-17 06:00:00+00:00,594.0,1327.0,0.0,32.0,209.0,1113.0,68.0
2020-04-17 07:00:00+00:00,487.0,1253.0,0.0,35.0,160.0,1516.0,62.0
2020-04-17 08:00:00+00:00,456.0,1220.0,0.0,39.0,159.0,1793.0,69.0
2020-04-17 09:00:00+00:00,536.0,1311.0,0.0,4.0,188.0,1924.0,82.0
2020-04-17 10:00:00+00:00,599.0,1346.0,0.0,0.0,184.0,1932.0,83.0
2020-04-17 11:00:00+00:00,645.0,1210.0,0.0,0.0,134.0,1849.0,103.0
2020-04-17 12:00:00+00:00,642.0,1222.0,0.0,0.0,54.0,1622.0,130.0
2020-04-17 13:00:00+00:00,554.0,1169.0,0.0,0.0,54.0,1316.0,151.0
2020-04-17 14:00:00+00:00,455.0,1453.0,0.0,2.0,54.0,927.0,156.0
2020-04-17 15:00:00+00:00,455.0,1838.0,0.0,176.0,54.0,460.0,164.0
2020-04-17 16:00:00+00:00,466.0,2165.0,0.0,279.0,225.0,89.0,163.0
2020-04-17 17:00:00+00:00,495.0,2447.0,0.0,487.0,1355.0,0.0,171.0
2020-04-17 18:00:00+00:00,557.0,2345.0,0.0,579.0,1598.0,0.0,191.0
2020-04-17 19:00:00+00:00,474.0,2238.0,0.0,240.0,877.0,0.0,199.0
2020-04-17 20:00:00+00:00,455.0,2258.0,0.0,130.0,378.0,0.0,178.0
2020-04-17 21:00:00+00:00,462.0,2013.0,0.0,82.0,291.0,0.0,145.0
2020-04-17 22:00:00+00:00,451.0,1963.0,0.0,60.0,202.0,0.0,115.0
2020-04-17 23:00:00+00:00,449.0,1911.0,0.0,60.0,123.0,0.0,89.0
2020-04-18 00:00:00+00:00,444.0,1721.0,0.0,60.0,114.0,0.0,66.0
2020-04-18 01:00:00+00:00,444.0,1642.0,0.0,60.0,85.0,0.0,69.0
2020-04-18 02:00:00+00:00,445.0,1702.0,0.0,60.0,114.0,0.0,79.0
2020-04-18 03:00:00+00:00,484.0,1740.0,0.0,60.0,115.0,1.0,95.0
2020-04-18 04:00:00+00:00,584.0,1661.0,0.0,60.0,124.0,109.0,110.0
2020-04-18 05:00:00+00:00,573.0,1629.0,0.0,62.0,207.0,559.0,115.0
2020-04-18 06:00:00+00:00,472.0,1500.0,0.0,62.0,177.0,1108.0,111.0
2020-04-18 07:00:00+00:00,462.0,1641.0,0.0,13.0,114.0,1540.0,87.0
2020-04-18 08:00:00+00:00,492.0,1462.0,0.0,0.0,111.0,1834.0,63.0
2020-04-18 09:00:00+00:00,566.0,1434.0,0.0,0.0,117.0,1989.0,56.0
2020-04-18 10:00:00+00:00,634.0,1391.0,0.0,0.0,98.0,2036.0,65.0
2020-04-18 11:00:00+00:00,643.0,1190.0,0.0,0.0,68.0,1975.0,63.0
2020-04-18 12:00:00+00:00,635.0,1188.0,0.0,0.0,52.0,1793.0,80.0
2020-04-18 13:00:00+00:00,630.0,1216.0,0.0,0.0,52.0,1483.0,86.0
2020-04-18 14:00:00+00:00,497.0,1701.0,0.0,0.0,68.0,1035.0,68.0
2020-04-18 15:00:00+00:00,459.0,2322.0,0.0,0.0,261.0,482.0,47.0
2020-04-18 16:00:00+00:00,545.0,2547.0,0.0,144.0,561.0,84.0,39.0
2020-04-18 17:00:00+00:00,649.0,2675.0,0.0,342.0,917.0,0.0,61.0
2020-04-18 18:00:00+00:00,607.0,2841.0,0.0,310.0,957.0,0.0,59.0
2020-04-18 19:00:00+00:00,474.0,2849.0,0.0,164.0,743.0,0.0,63.0
2020-04-18 20:00:00+00:00,454.0,2686.0,0.0,110.0,270.0,0.0,92.0
2020-04-18 21:00:00+00:00,455.0,2210.0,0.0,64.0,235.0,0.0,129.0
2020-04-18 22:00:00+00:00,453.0,1798.0,0.0,62.0,261.0,0.0,141.0
2020-04-18 23:00:00+00:00,454.0,1607.0,0.0,66.0,125.0,0.0,162.0
2020-04-19 00:00:00+00:00,457.0,1335.0,0.0,62.0,115.0,0.0,163.0
2020-04-19 01:00:00+00:00,459.0,1314.0,0.0,63.0,85.0,0.0,126.0
2020-04-19 02:00:00+00:00,455.0,1459.0,0.0,64.0,114.0,0.0,94.0
2020-04-19 03:00:00+00:00,479.0,1416.0,0.0,62.0,114.0,1.0,51.0
2020-04-19 04:00:00+00:00,465.0,1380.0,0.0,63.0,98.0,109.0,76.0
2020-04-19 05:00:00+00:00,469.0,1453.0,0.0,77.0,116.0,463.0,118.0
2020-04-19 06:00:00+00:00,459.0,1422.0,0.0,108.0,132.0,912.0,107.0
2020-04-19 07:00:00+00:00,541.0,1299.0,0.0,175.0,364.0,1322.0,89.0
2020-04-19 08:00:00+00:00,629.0,1273.0,0.0,67.0,312.0,1595.0,135.0
2020-04-19 09:00:00+00:00,634.0,1137.0,0.0,42.0,280.0,1782.0,176.0
2020-04-19 10:00:00+00:00,569.0,986.0,0.0,30.0,189.0,1841.0,230.0
2020-04-19 11:00:00+00:00,467.0,878.0,0.0,30.0,84.0,1691.0,274.0
2020-04-19 12:00:00+00:00,461.0,918.0,0.0,1.0,60.0,1449.0,317.0
2020-04-19 13:00:00+00:00,456.0,852.0,0.0,0.0,55.0,1199.0,354.0
2020-04-19 14:00:00+00:00,453.0,925.0,0.0,0.0,63.0,845.0,402.0
2020-04-19 15:00:00+00:00,455.0,1228.0,0.0,0.0,102.0,402.0,427.0
2020-04-19 16:00:00+00:00,465.0,1397.0,0.0,53.0,123.0,89.0,486.0
2020-04-19 17:00:00+00:00,452.0,1744.0,0.0,69.0,419.0,0.0,573.0
2020-04-19 18:00:00+00:00,452.0,1777.0,0.0,137.0,776.0,0.0,626.0
2020-04-19 19:00:00+00:00,452.0,1525.0,0.0,121.0,508.0,0.0,649.0
2020-04-19 20:00:00+00:00,453.0,1327.0,0.0,70.0,158.0,0.0,669.0
2020-04-19 21:00:00+00:00,453.0,1225.0,0.0,9.0,107.0,0.0,648.0
2020-04-19 22:00:00+00:00,450.0,1180.0,0.0,59.0,115.0,0.0,536.0
2020-04-19 23:00:00+00:00,450.0,1206.0,0.0,62.0,115.0,0.0,450.0
2020-04-20 00:00:00+00:00,455.0,949.0,0.0,62.0,115.0,0.0,396.0
2020-04-20 01:00:00+00:00,452.0,1102.0,0.0,62.0,115.0,0.0,318.0
