,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2019-05-21 11:00:00+00:00,2306.5,17356.5,0.0,0.0,45.0,65.0,5652.0,10.5,8170.0,848.01,1409.995
2019-05-21 12:00:00+00:00,2316.5,17116.0,0.0,0.0,68.5,56.0,5467.5,8.0,8055.0,760.175,1617.1750000000002
2019-05-21 13:00:00+00:00,2305.0,16891.5,0.0,0.0,0.0,56.5,5457.5,6.5,7585.0,687.515,1793.725
2019-05-21 14:00:00+00:00,2301.0,16288.5,0.0,0.0,0.0,57.0,5469.0,12.5,6665.0,712.12,2070.11
2019-05-21 15:00:00+00:00,2309.5,16435.0,0.0,0.0,0.0,92.0,5639.5,14.5,5455.0,704.8699999999999,2356.925
2019-05-21 16:00:00+00:00,2326.5,17112.0,0.0,0.0,21.5,179.5,5682.0,15.5,4000.0,716.44,2507.2
2019-05-21 17:00:00+00:00,2335.5,17905.5,0.0,0.0,218.0,195.0,5682.0,14.0,2475.0,657.015,2494.175
2019-05-21 18:00:00+00:00,2353.5,18331.0,0.0,0.0,374.0,243.0,5476.0,11.0,1174.5,711.3,2185.37
2019-05-21 19:00:00+00:00,2349.5,18330.5,0.0,0.0,374.0,222.0,5472.5,7.5,228.5,672.005,1770.9
2019-05-21 20:00:00+00:00,2340.5,18390.5,0.0,0.0,228.5,93.0,5472.0,22.5,2.5,658.3,1438.335
2019-05-21 21:00:00+00:00,2337.5,17070.0,0.0,0.0,136.5,60.0,5473.5,8.0,1.0,283.455,962.1999999999999
2019-05-21 22:00:00+00:00,2245.0,14068.0,0.0,0.0,0.0,55.0,5532.5,6.5,0.0,392.525,1208.46
2019-05-21 23:00:00+00:00,1684.5,12050.0,0.0,0.0,0.0,55.0,5676.0,3.5,0.0,324.665,1133.51
2019-05-22 00:00:00+00:00,1701.5,11393.0,0.0,0.0,0.0,55.5,5560.5,0.5,0.0,378.78,1250.0149999999999
2019-05-22 01:00:00+00:00,1707.5,11305.5,0.0,0.0,0.0,55.0,5551.5,0.0,0.5,458.40999999999997,1320.495
2019-05-22 02:00:00+00:00,1711.0,10770.0,0.0,0.0,0.0,76.0,5640.5,6.0,0.5,497.46,1459.245
2019-05-22 03:00:00+00:00,1703.5,10410.5,0.0,0.0,0.0,77.0,5752.0,10.0,0.0,656.04,1531.5
2019-05-22 04:00:00+00:00,1703.5,11147.5,0.0,0.0,0.0,77.0,5735.5,6.0,109.5,709.115,1528.725
2019-05-22 05:00:00+00:00,1732.5,14015.5,0.0,0.0,14.5,122.0,5546.0,4.5,673.5,607.0799999999999,1536.0149999999999
2019-05-22 06:00:00+00:00,2088.5,16709.5,0.0,0.0,331.0,205.5,5524.5,4.0,1650.0,517.1,1619.85
2019-05-22 07:00:00+00:00,2349.0,17086.5,0.0,0.0,406.5,228.5,5520.5,8.5,2920.0,402.38,1913.9099999999999
2019-05-22 08:00:00+00:00,2339.5,17031.0,0.0,0.0,150.0,131.5,5135.0,7.0,4385.0,391.985,2257.755
2019-05-22 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5840.0,454.025,2458.94
2019-05-22 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6815.0,575.5,2716.795
2019-05-22 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7005.0,642.005,2863.0550000000003
2019-05-22 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7075.0,738.4449999999999,3015.13
2019-05-22 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7060.0,820.3399999999999,2918.855
2019-05-22 14:00:00+00:00,2228.5,13229.5,0.0,0.0,0.0,93.5,5550.5,5.5,6245.0,928.53,3114.41
2019-05-22 15:00:00+00:00,2198.0,14307.0,0.0,0.0,0.0,145.5,5680.5,21.5,5135.0,919.0999999999999,3179.0699999999997
2019-05-22 16:00:00+00:00,2199.5,15467.5,0.0,0.0,54.5,232.5,5699.0,14.0,3795.0,938.415,3294.665
2019-05-22 17:00:00+00:00,2221.5,16551.0,0.0,0.0,0.0,266.5,5528.5,14.0,2320.0,1015.325,3285.58
2019-05-22 18:00:00+00:00,2303.0,16401.0,0.0,0.0,336.5,246.5,5451.0,11.5,1031.5,1057.9,3413.295
2019-05-22 19:00:00+00:00,2322.0,16891.0,0.0,0.0,74.0,208.0,5324.0,11.5,187.0,1106.605,2914.2749999999996
2019-05-22 20:00:00+00:00,2327.5,16496.0,0.0,0.0,72.0,108.5,5290.5,0.5,3.5,1157.565,2583.015
2019-05-22 21:00:00+00:00,2327.0,15383.0,0.0,0.0,98.0,86.0,5205.5,15.5,1.5,1102.825,2491.455
2019-05-22 22:00:00+00:00,2374.5,11745.0,0.0,0.0,0.0,72.5,5507.0,11.0,0.0,944.11,2575.26
2019-05-22 23:00:00+00:00,2376.5,9265.5,0.0,0.0,0.0,62.5,5609.5,11.0,0.0,838.935,2661.0249999999996
2019-05-23 00:00:00+00:00,2398.5,8711.0,0.0,0.0,0.0,58.0,5666.5,3.0,0.0,751.5550000000001,2567.35
2019-05-23 01:00:00+00:00,2402.5,8639.5,0.0,0.0,0.0,58.5,5578.5,0.0,0.0,748.905,2645.62
2019-05-23 02:00:00+00:00,2401.0,8507.5,0.0,0.0,0.0,59.5,5541.0,1.5,0.5,695.625,2662.0299999999997
2019-05-23 03:00:00+00:00,2393.0,8378.5,0.0,0.0,0.0,61.0,5720.0,4.5,0.5,651.765,2593.515
2019-05-23 04:00:00+00:00,2398.0,8100.0,0.0,0.0,0.0,61.5,5876.0,4.5,132.0,676.03,2536.98
2019-05-23 05:00:00+00:00,2402.5,11117.5,0.0,0.0,0.0,95.5,6020.0,6.5,821.5,696.47,2484.11
2019-05-23 06:00:00+00:00,2400.0,13643.5,0.0,0.0,210.0,217.5,6040.5,11.0,1880.0,717.61,2523.355
2019-05-23 07:00:00+00:00,2392.5,14791.0,0.0,0.0,311.0,222.5,5997.0,4.5,3255.0,635.5,2664.295
2019-05-23 08:00:00+00:00,2389.0,14664.5,0.0,0.0,150.0,174.0,5818.0,4.0,4780.0,597.11,3022.67
2019-05-23 09:00:00+00:00,2377.0,13556.0,0.0,0.0,39.0,83.0,5862.0,4.5,6225.0,544.5550000000001,3349.9449999999997
2019-05-23 10:00:00+00:00,2386.0,12552.0,0.0,0.0,0.0,82.0,5948.5,8.0,7455.0,562.885,3633.17
2019-05-23 11:00:00+00:00,2355.0,11998.5,0.0,0.0,0.0,64.0,5906.0,9.0,7900.0,623.88,3930.6549999999997
2019-05-23 12:00:00+00:00,2343.5,11493.0,0.0,0.0,0.0,64.0,5824.0,5.5,7900.0,743.08,4244.96
2019-05-23 13:00:00+00:00,2343.5,10924.5,0.0,0.0,0.0,71.5,5940.0,13.0,7440.0,803.5799999999999,4530.8150000000005
2019-05-23 14:00:00+00:00,2275.5,11700.0,0.0,0.0,0.0,59.5,6083.5,2.5,6650.0,920.14,4769.424999999999
2019-05-23 15:00:00+00:00,2300.0,12322.0,0.0,0.0,33.0,65.0,6089.0,2.5,5290.0,1039.14,5064.0
2019-05-23 16:00:00+00:00,2319.5,13186.5,0.0,0.0,0.0,149.5,6081.5,9.5,3645.0,1243.725,5055.555
2019-05-23 17:00:00+00:00,2361.0,13481.5,0.0,0.0,42.0,283.5,6086.0,11.5,2255.0,1304.745,4883.33
2019-05-23 18:00:00+00:00,2379.0,13798.0,0.0,0.0,172.0,281.5,6103.0,12.0,980.0,1391.1,4665.885
2019-05-23 19:00:00+00:00,2404.5,13890.5,0.0,0.0,44.5,267.5,6047.0,1.5,218.5,1381.365,4381.860000000001
2019-05-23 20:00:00+00:00,2402.0,13895.0,0.0,0.0,97.0,161.5,5876.5,1.5,4.0,1313.0149999999999,3997.385
2019-05-23 21:00:00+00:00,2408.0,13301.5,0.0,0.0,139.0,83.5,5959.5,1.5,0.0,1234.195,3822.935
2019-05-23 22:00:00+00:00,2414.0,9473.0,0.0,0.0,0.0,94.0,6115.0,4.0,0.0,1191.875,3779.845
2019-05-23 23:00:00+00:00,2399.5,6810.5,0.0,0.0,0.0,76.0,6118.5,4.0,0.0,1296.185,3795.73
2019-05-24 00:00:00+00:00,2399.5,6060.0,0.0,0.0,0.0,65.5,6116.5,4.0,0.0,1243.195,3998.775
2019-05-24 01:00:00+00:00,2351.0,6068.0,0.0,0.0,0.0,55.0,6118.0,4.0,1.0,1302.3600000000001,3910.825
2019-05-24 02:00:00+00:00,2360.5,6302.5,0.0,0.0,0.0,55.0,6070.0,6.0,0.5,1290.385,3705.35
2019-05-24 03:00:00+00:00,2359.5,6555.0,0.0,0.0,0.0,55.0,5912.5,1.5,0.0,1230.0349999999999,3621.15
2019-05-24 04:00:00+00:00,2369.5,7077.5,0.0,0.0,0.0,55.0,5935.5,4.5,119.0,1183.83,3383.865
2019-05-24 05:00:00+00:00,2375.5,10094.0,0.0,0.0,0.0,132.5,6123.0,2.5,767.5,1253.46,3178.24
2019-05-24 06:00:00+00:00,2368.5,12696.5,0.0,0.0,90.5,222.0,6134.0,3.0,1850.0,1140.5349999999999,3500.675
2019-05-24 07:00:00+00:00,2378.5,14012.5,0.0,0.0,72.0,227.5,6135.0,3.5,3200.0,928.635,3560.8199999999997
2019-05-24 08:00:00+00:00,2381.0,13966.0,0.0,0.0,0.0,209.5,6137.5,2.0,4655.0,702.38,3421.565
2019-05-24 09:00:00+00:00,2372.5,13830.0,0.0,0.0,39.0,141.5,6131.0,7.5,5945.0,695.165,3267.085
2019-05-24 10:00:00+00:00,2360.0,13421.0,0.0,0.0,0.0,71.0,6118.5,1.5,6725.0,692.225,3108.9449999999997
2019-05-24 11:00:00+00:00,2364.5,13338.0,0.0,0.0,0.0,52.5,5961.0,6.5,6835.0,721.515,3134.3
2019-05-24 12:00:00+00:00,2394.0,13148.5,0.0,0.0,0.0,52.0,5900.5,5.5,6230.0,735.885,3061.12
2019-05-24 13:00:00+00:00,2387.0,12907.5,0.0,0.0,0.0,51.5,5957.5,3.5,5395.0,706.3399999999999,3070.315
2019-05-24 14:00:00+00:00,2395.0,12990.5,0.0,0.0,0.0,51.0,6117.0,6.5,4405.0,637.55,3200.34
2019-05-24 15:00:00+00:00,2390.0,13716.5,0.0,0.0,0.0,60.0,6116.5,7.0,3445.0,667.2,3433.765
2019-05-24 16:00:00+00:00,2404.5,14788.0,0.0,0.0,189.5,160.5,6119.5,10.0,2425.0,641.335,3413.66
2019-05-24 17:00:00+00:00,2417.0,14988.0,0.0,0.0,345.0,279.0,6118.5,11.5,1575.0,669.005,3227.325
2019-05-24 18:00:00+00:00,2407.0,15025.0,0.0,0.0,337.0,262.0,6111.0,12.0,780.0,715.125,2977.74
2019-05-24 19:00:00+00:00,2410.0,15153.5,0.0,0.0,390.0,284.5,6111.0,16.0,161.5,720.8,2378.0950000000003
2019-05-24 20:00:00+00:00,2406.5,15332.0,0.0,0.0,322.5,192.5,6131.5,6.0,4.5,698.685,1931.0500000000002
2019-05-24 21:00:00+00:00,2410.0,14697.0,0.0,0.0,0.0,100.5,6133.0,5.5,0.5,724.01,1673.05
2019-05-24 22:00:00+00:00,2408.5,11858.0,0.0,0.0,300.0,89.0,6130.0,2.5,0.0,714.24,1501.655
2019-05-24 23:00:00+00:00,2399.0,9540.0,0.0,0.0,43.0,71.0,6151.0,4.5,0.0,803.4849999999999,1327.83
2019-05-25 00:00:00+00:00,2396.5,8709.5,0.0,0.0,0.0,69.5,6171.0,9.5,0.0,758.415,1138.97
2019-05-25 01:00:00+00:00,2379.0,8677.0,0.0,0.0,0.0,69.0,6194.0,4.0,0.0,614.71,1059.98
2019-05-25 02:00:00+00:00,2402.0,8063.0,0.0,0.0,0.0,69.0,6193.0,3.0,0.0,613.48,957.855
2019-05-25 03:00:00+00:00,2404.0,7999.5,0.0,0.0,0.0,69.0,6188.0,3.5,0.5,656.2149999999999,808.915
2019-05-25 04:00:00+00:00,2412.5,7656.5,0.0,0.0,0.0,68.5,6189.0,2.5,100.5,735.095,714.98
2019-05-25 05:00:00+00:00,2409.0,8525.0,0.0,0.0,0.0,87.5,6191.5,4.0,664.5,717.39,653.495
2019-05-25 06:00:00+00:00,2411.5,10367.5,0.0,0.0,77.5,166.5,6188.5,7.5,1615.0,617.86,625.63
2019-05-25 07:00:00+00:00,2405.5,12098.0,0.0,0.0,299.0,227.5,6185.0,7.0,2965.0,465.24,634.765
2019-05-25 08:00:00+00:00,2404.5,12457.0,0.0,0.0,449.0,326.5,6190.0,5.5,4480.0,339.0,694.115
2019-05-25 09:00:00+00:00,2401.0,12274.5,0.0,0.0,299.0,286.5,6199.0,6.0,5735.0,282.575,735.16
2019-05-25 10:00:00+00:00,2394.5,12191.5,0.0,0.0,29.5,256.0,6200.0,16.0,6275.0,252.49,825.45
2019-05-25 11:00:00+00:00,2378.0,11880.0,0.0,0.0,105.0,87.0,6201.5,11.0,6530.0,246.275,953.505
2019-05-25 12:00:00+00:00,2370.5,11101.0,0.0,0.0,0.0,85.5,6204.5,5.0,6265.0,271.18,1089.705
2019-05-25 13:00:00+00:00,2356.0,10315.5,0.0,0.0,0.0,53.0,6195.5,8.0,5560.0,375.225,1318.425
2019-05-25 14:00:00+00:00,2362.0,10144.0,0.0,0.0,0.0,48.5,6203.5,7.0,4570.0,506.365,1581.49
2019-05-25 15:00:00+00:00,2393.5,10697.0,0.0,0.0,0.0,49.0,6234.5,4.5,3440.0,590.03,1826.21
2019-05-25 16:00:00+00:00,2394.5,11979.0,0.0,0.0,343.0,120.5,6238.5,7.5,2320.0,739.51,1881.48
2019-05-25 17:00:00+00:00,2410.0,12055.5,0.0,0.0,524.0,377.0,6246.0,8.0,1390.0,1058.51,2011.89
2019-05-25 18:00:00+00:00,2400.5,11734.5,0.0,0.0,254.0,335.0,6247.0,6.0,594.0,1292.435,2151.575
2019-05-25 19:00:00+00:00,2396.0,11083.5,0.0,0.0,16.5,221.0,6252.0,2.5,102.0,1389.03,2321.55
2019-05-25 20:00:00+00:00,2383.0,10573.0,0.0,0.0,0.0,191.0,6250.5,3.5,3.0,1434.99,2468.35
2019-05-25 21:00:00+00:00,2376.0,9547.5,0.0,0.0,0.0,115.5,6257.0,2.0,1.0,1463.5,2633.075
2019-05-25 22:00:00+00:00,2372.5,7472.0,0.0,0.0,0.0,80.0,6252.5,0.5,0.0,1639.305,2652.085
2019-05-25 23:00:00+00:00,2363.0,5317.0,0.0,0.0,0.0,62.5,6263.0,3.0,0.0,1923.1599999999999,2441.65
2019-05-26 00:00:00+00:00,2355.0,4433.0,0.0,0.0,0.0,56.0,6256.0,4.5,0.0,2208.385,2225.5950000000003
2019-05-26 01:00:00+00:00,2354.5,4523.0,0.0,0.0,0.0,52.0,6257.5,5.0,0.0,2526.96,2178.6949999999997
2019-05-26 02:00:00+00:00,2351.5,4098.5,0.0,0.0,0.0,53.0,6266.0,4.5,0.5,2489.31,2164.43
2019-05-26 03:00:00+00:00,2332.0,3912.5,0.0,0.0,0.0,62.0,6259.0,0.0,0.5,2742.2200000000003,2285.67
2019-05-26 04:00:00+00:00,2335.5,3527.5,0.0,0.0,0.0,81.0,6259.0,0.0,52.0,3081.375,2691.425
2019-05-26 05:00:00+00:00,2342.5,3505.5,0.0,0.0,0.0,99.0,6255.5,0.5,364.5,3016.13,3017.0200000000004
2019-05-26 06:00:00+00:00,2222.5,3560.5,0.0,0.0,0.0,118.0,6249.0,4.5,897.0,3028.79,3454.69
2019-05-26 07:00:00+00:00,1790.5,3559.5,0.0,0.0,0.0,172.5,6255.5,7.5,1670.0,3242.46,4003.21
2019-05-26 08:00:00+00:00,1622.5,3781.5,0.0,0.0,0.0,215.5,6257.5,3.0,2530.0,3485.325,4387.905000000001
2019-05-26 09:00:00+00:00,1742.5,3729.5,0.0,0.0,0.0,202.0,6269.5,2.5,3070.0,3518.3599999999997,4438.275
2019-05-26 10:00:00+00:00,1713.0,3640.0,0.0,0.0,0.0,211.5,6264.5,11.0,3770.0,4062.685,4641.139999999999
2019-05-26 11:00:00+00:00,1990.0,3275.5,0.0,0.0,0.0,196.0,6267.0,11.5,3795.0,4168.18,4731.18
2019-05-26 12:00:00+00:00,2268.0,3115.0,0.0,0.0,0.0,179.0,6264.0,6.5,3615.0,4124.344999999999,4795.645
2019-05-26 13:00:00+00:00,2107.5,2993.0,0.0,0.0,0.0,163.5,6259.0,4.0,3775.0,4291.2,4771.0599999999995
2019-05-26 14:00:00+00:00,2022.5,2847.0,0.0,0.0,0.0,143.0,6259.5,5.0,3520.0,4280.785,4332.63
2019-05-26 15:00:00+00:00,2109.0,3126.0,0.0,0.0,0.0,129.0,6246.5,12.0,3175.0,4217.389999999999,3929.585
2019-05-26 16:00:00+00:00,2296.0,3854.5,0.0,0.0,0.0,159.5,6254.5,7.5,2760.0,3726.555,4147.375
2019-05-26 17:00:00+00:00,1899.0,4383.5,0.0,0.0,75.0,192.0,6260.5,6.0,2030.0,3507.6,4317.915
2019-05-26 18:00:00+00:00,1456.0,5031.5,0.0,0.0,107.5,210.0,6260.5,5.0,1051.5,3764.045,3847.33
2019-05-26 19:00:00+00:00,1384.0,5625.5,0.0,0.0,109.0,210.5,6257.5,6.0,266.5,3846.475,3166.4449999999997
2019-05-26 20:00:00+00:00,1416.5,5892.5,0.0,0.0,104.5,210.0,6258.0,19.5,2.0,3626.05,3239.97
2019-05-26 21:00:00+00:00,2117.0,4938.5,0.0,0.0,143.5,208.0,6258.0,9.0,0.5,3551.665,3568.465
2019-05-26 22:00:00+00:00,1894.5,4372.0,0.0,0.0,121.0,195.5,6264.5,3.5,0.0,3459.405,3656.175
2019-05-26 23:00:00+00:00,1244.0,4129.0,0.0,0.0,0.0,159.5,6265.0,3.0,0.0,3416.2650000000003,3144.12
2019-05-27 00:00:00+00:00,1428.5,3683.0,0.0,0.0,0.0,141.5,6256.0,9.0,0.0,3229.615,3016.9449999999997
2019-05-27 01:00:00+00:00,1734.0,3810.5,0.0,0.0,0.0,127.5,6255.5,2.5,0.0,3075.55,3039.7799999999997
2019-05-27 02:00:00+00:00,1643.0,3626.0,0.0,0.0,0.0,126.5,6256.0,6.5,0.0,2788.055,3159.6400000000003
2019-05-27 03:00:00+00:00,1647.0,3849.0,0.0,0.0,0.0,138.5,6262.5,1.0,1.0,2876.645,3114.2650000000003
2019-05-27 04:00:00+00:00,1670.0,3827.0,0.0,0.0,0.0,179.0,6266.5,2.0,101.0,3096.77,2963.33
2019-05-27 05:00:00+00:00,1689.5,4473.0,0.0,0.0,0.0,201.0,6256.0,0.0,526.0,3192.6800000000003,2930.59
2019-05-27 06:00:00+00:00,1828.0,5795.5,0.0,0.0,658.5,227.0,6251.5,16.0,1205.0,3112.49,2623.485
2019-05-27 07:00:00+00:00,2239.0,6477.5,0.0,0.0,684.0,235.0,6259.5,11.5,2175.0,2904.49,2376.37
2019-05-27 08:00:00+00:00,2394.5,6635.0,0.0,0.0,583.0,261.0,6257.5,9.0,3400.0,2766.6800000000003,2126.075
2019-05-27 09:00:00+00:00,2393.5,6958.0,0.0,0.0,751.5,258.0,6261.0,8.0,4890.0,2629.455,1995.215
2019-05-27 10:00:00+00:00,2395.5,7091.5,0.0,0.0,383.5,237.5,6256.0,15.0,5575.0,2687.1000000000004,1891.3
2019-05-27 11:00:00+00:00,2395.0,8017.0,0.0,0.0,249.5,142.0,6262.5,13.0,5505.0,2393.5299999999997,1798.44
2019-05-27 12:00:00+00:00,2408.0,8099.0,0.0,0.0,5.0,103.5,6265.5,4.5,5255.0,2028.085,1857.8600000000001
2019-05-27 13:00:00+00:00,2410.5,8390.0,0.0,0.0,100.0,102.5,6269.5,6.0,4880.0,1479.645,1761.75
2019-05-27 14:00:00+00:00,2386.0,8862.0,0.0,0.0,241.0,103.0,6261.0,2.0,4420.0,1227.98,1705.54
2019-05-27 15:00:00+00:00,2392.0,10028.5,0.0,0.0,283.5,119.0,6260.5,7.0,3625.0,1083.295,1627.69
2019-05-27 16:00:00+00:00,2400.0,11756.5,0.0,0.0,465.5,159.0,6262.5,10.5,2690.0,1056.6950000000002,1641.005
2019-05-27 17:00:00+00:00,2399.5,13389.0,0.0,0.0,623.5,293.5,6265.0,9.5,1545.0,682.1,1626.625
2019-05-27 18:00:00+00:00,2400.5,13866.5,0.0,0.0,478.5,321.5,6260.5,6.5,626.0,621.695,1532.1399999999999
2019-05-27 19:00:00+00:00,2402.0,13841.5,0.0,0.0,339.0,350.0,6264.5,2.5,116.5,748.125,1277.4
2019-05-27 20:00:00+00:00,2397.0,13552.0,0.0,0.0,264.5,299.0,6269.0,4.5,4.5,751.145,1168.0949999999998
2019-05-27 21:00:00+00:00,2376.0,12873.0,0.0,0.0,213.0,206.0,6263.0,13.0,1.0,714.3399999999999,1057.205
2019-05-27 22:00:00+00:00,2377.0,10346.0,0.0,0.0,75.5,152.0,6254.5,4.0,0.0,715.91,1059.71
2019-05-27 23:00:00+00:00,2352.5,8125.0,0.0,0.0,15.0,110.0,6256.5,3.0,0.0,726.9100000000001,1040.045
2019-05-28 00:00:00+00:00,2377.5,7401.0,0.0,0.0,0.0,87.0,6256.0,3.5,0.0,793.9,1012.21
2019-05-28 01:00:00+00:00,2385.5,7287.5,0.0,0.0,0.0,80.5,6256.5,4.0,0.0,818.03,1097.125
2019-05-28 02:00:00+00:00,2402.0,7079.0,0.0,0.0,0.0,79.5,6263.0,1.0,0.5,952.065,1189.595
2019-05-28 03:00:00+00:00,2408.0,6744.0,0.0,0.0,0.0,94.5,6260.0,2.0,0.0,1000.0400000000001,1310.195
2019-05-28 04:00:00+00:00,2410.0,7501.0,0.0,0.0,0.0,93.0,6262.5,3.5,86.0,1126.905,1349.73
2019-05-28 05:00:00+00:00,2407.0,9760.5,0.0,0.0,18.0,149.0,6271.5,0.5,577.0,1380.165,1361.23
2019-05-28 06:00:00+00:00,2376.0,13559.0,0.0,0.0,0.0,293.5,6263.5,2.0,1435.0,1492.255,1543.005
2019-05-28 07:00:00+00:00,2380.0,15225.5,0.0,0.0,0.0,276.0,6263.5,5.0,2575.0,1269.03,1688.9
2019-05-28 08:00:00+00:00,2400.5,16377.0,0.0,0.0,33.5,331.5,6261.5,9.0,3535.0,1068.73,1829.19
2019-05-28 09:00:00+00:00,2409.0,16745.5,0.0,0.0,77.0,241.5,6255.0,13.5,4075.0,990.7850000000001,1759.22
2019-05-28 10:00:00+00:00,2288.5,16596.0,0.0,0.0,148.5,203.0,6254.5,4.0,4640.0,870.16,1716.545
2019-05-28 11:00:00+00:00,2282.0,16472.0,0.0,0.0,149.0,152.0,6239.0,5.0,5290.0,871.5899999999999,1659.815
2019-05-28 12:00:00+00:00,2281.5,16537.0,0.0,0.0,13.5,148.5,6242.0,8.5,5530.0,950.785,1739.635
2019-05-28 13:00:00+00:00,2279.5,16007.0,0.0,0.0,0.0,121.5,6240.5,2.5,5555.0,942.44,1837.695
2019-05-28 14:00:00+00:00,2283.0,14876.0,0.0,0.0,0.0,115.5,6233.0,6.5,5040.0,1145.285,1862.03
2019-05-28 15:00:00+00:00,2262.0,14575.0,0.0,0.0,0.0,132.0,6230.0,4.5,4450.0,1390.0149999999999,1793.76
2019-05-28 16:00:00+00:00,2265.5,16092.0,0.0,0.0,0.0,225.5,6222.0,13.0,3515.0,713.4549999999999,1289.3049999999998
2019-05-28 17:00:00+00:00,2275.0,17190.5,0.0,0.0,72.5,422.5,6226.0,12.5,2330.0,960.585,1706.9450000000002
2019-05-28 18:00:00+00:00,2284.0,17326.0,0.0,0.0,358.5,440.5,6236.5,10.5,1145.0,808.85,1589.6100000000001
2019-05-28 19:00:00+00:00,2226.5,17253.0,0.0,0.0,592.0,364.5,6230.5,4.0,267.0,642.2850000000001,1308.1
2019-05-28 20:00:00+00:00,2190.0,17631.0,0.0,0.0,182.5,306.5,6238.0,0.0,3.5,473.265,1036.475
2019-05-28 21:00:00+00:00,2184.0,16744.5,0.0,0.0,119.5,192.5,6238.0,0.0,1.5,413.01,803.84
2019-05-28 22:00:00+00:00,2160.0,13508.0,0.0,0.0,195.0,72.5,6235.5,1.5,0.0,355.09000000000003,618.345
2019-05-28 23:00:00+00:00,2189.5,10972.5,0.0,0.0,0.0,50.0,6237.5,2.5,0.0,391.77,499.33500000000004
2019-05-29 00:00:00+00:00,2226.0,9853.5,0.0,0.0,0.0,49.0,6235.0,1.5,0.0,437.7,453.405
2019-05-29 01:00:00+00:00,2211.5,9486.5,0.0,0.0,0.0,49.0,6228.5,1.5,0.5,398.63,482.725
2019-05-29 02:00:00+00:00,2211.5,8691.0,0.0,0.0,0.0,49.5,6239.5,0.0,0.0,437.65,543.45
2019-05-29 03:00:00+00:00,2230.5,8646.0,0.0,0.0,0.0,50.0,6240.0,1.5,1.5,518.6,649.185
2019-05-29 04:00:00+00:00,2205.5,8942.5,0.0,0.0,0.0,83.0,6247.5,1.0,163.5,691.73,779.1
2019-05-29 05:00:00+00:00,2205.0,11779.0,0.0,0.0,18.0,139.0,6160.5,4.0,722.5,785.115,897.125
2019-05-29 06:00:00+00:00,2209.0,14480.5,0.0,0.0,279.0,280.0,5870.0,4.0,1355.0,934.315,1001.815
2019-05-29 07:00:00+00:00,2194.5,16195.0,0.0,0.0,655.0,376.0,5577.5,3.5,2200.0,959.4549999999999,1169.335
2019-05-29 08:00:00+00:00,2215.0,16430.5,0.0,0.0,592.0,400.0,5585.0,6.5,2995.0,1145.23,1348.0149999999999
2019-05-29 09:00:00+00:00,2222.5,16169.0,0.0,0.0,311.5,291.0,5651.0,3.5,3375.0,1345.135,1641.385
2019-05-29 10:00:00+00:00,2241.0,15776.5,0.0,0.0,4.5,275.0,5652.5,4.0,3545.0,1714.7,1933.6750000000002
2019-05-29 11:00:00+00:00,2248.5,15302.5,0.0,0.0,0.0,203.0,5651.0,5.0,3465.0,2235.215,1986.065
2019-05-29 12:00:00+00:00,2242.5,15132.0,0.0,0.0,0.0,217.0,5652.0,6.5,2910.0,2329.56,2063.325
2019-05-29 13:00:00+00:00,2202.0,14617.5,0.0,0.0,0.0,135.5,5651.5,1.5,2130.0,2585.245,2365.005
2019-05-29 14:00:00+00:00,2206.5,14678.0,0.0,0.0,1.0,137.0,5656.5,6.0,1695.0,2815.105,2472.995
2019-05-29 15:00:00+00:00,2212.5,15038.5,0.0,0.0,0.0,230.5,5642.0,7.5,1405.0,2840.41,2443.05
2019-05-29 16:00:00+00:00,2233.0,15382.5,0.0,0.0,309.0,366.5,5639.0,14.0,1015.5,3022.7349999999997,2178.475
2019-05-29 17:00:00+00:00,2235.0,14987.0,0.0,0.0,467.5,441.0,5645.5,11.0,547.0,3716.9300000000003,1954.82
2019-05-29 18:00:00+00:00,2264.5,14591.0,0.0,0.0,220.5,415.5,5656.0,13.0,240.5,4206.215,1739.24
2019-05-29 19:00:00+00:00,2264.0,14094.5,0.0,0.0,240.0,326.0,5647.5,2.5,48.0,4347.3099999999995,1599.1
2019-05-29 20:00:00+00:00,2252.5,13027.5,0.0,0.0,29.0,218.0,5652.0,2.0,0.5,4507.1900000000005,1534.795
2019-05-29 21:00:00+00:00,2256.0,9560.0,0.0,0.0,0.0,208.0,5651.0,3.0,0.0,4448.63,1556.615
2019-05-29 22:00:00+00:00,2242.5,6324.0,0.0,0.0,0.0,190.0,5660.5,3.5,0.0,4268.17,1870.6999999999998
2019-05-29 23:00:00+00:00,2252.0,4401.0,0.0,0.0,0.0,75.5,5657.5,1.0,0.0,4168.955,2191.815
2019-05-30 00:00:00+00:00,1849.0,4046.5,0.0,0.0,0.0,72.5,5652.0,4.5,0.0,4295.605,2576.25
